Unit,Unit Scholar,Unit Scholar ID,Collab Scholar,Collab Scholar ID,Co-Authored Articles,Co-Authored Books,Co-Authored Chapters,Co-Authored Conference Proceedings,Co-Authored Grants,Co-Authored Patents,Co-Authored Trials
"Materials Science and Engineering, Department of","ROSS, FRANCES MARY",884356,"YILDIZ, BILGE",173103,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","FREITAS, RODRIGO",1401904,"ABATE, IWNETIM",1711445,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ABATE, IWNETIM",1711445,"FREITAS, RODRIGO",1401904,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","ABATE, IWNETIM",1711445,"ROSS, FRANCES MARY",884356,1,0,0,0,0,0,0
"Materials Science and Engineering, Department of","CASAMENTO, JOSEPH A",2157274,,,,,,,,,
"Materials Science and Engineering, Department of","CHEEMA, SURAJ S",1997387,,,,,,,,,
"Materials Science and Engineering, Department of","CIMA, MICHAEL J",20524,,,,,,,,,
"Materials Science and Engineering, Department of","FITZGERALD, EUGENE A",38449,,,,,,,,,
"Materials Science and Engineering, Department of","GIBSON, LORNA J",44299,,,,,,,,,
"Materials Science and Engineering, Department of","GUMYUSENGE, ARISTIDE",1091393,,,,,,,,,
"Materials Science and Engineering, Department of","HOSLER, DOROTHY",58028,,,,,,,,,
"Materials Science and Engineering, Department of","LECHTMAN, HEATHER NAN",84907,,,,,,,,,
"Materials Science and Engineering, Department of","OLSON, GREGORY B",87695,,,,,,,,,
"Materials Science and Engineering, Department of","SADOWAY, DONALD ROBERT",101745,,,,,,,,,
"Materials Science and Engineering, Department of","WALLIN, THOMAS J",2157275,,,,,,,,,
